,name,code,2016 매출,2017 매출,2018 매출,2019 매출,2020 매출,매출 증가 Check,2016 영업이익,2017 영업이익,2018 영업이익,2019 영업이익,2020 영업이익,영업이익 Check,영업이익 증가 Check,2016 ROE,2017 ROE,2018 ROE,2019 ROE,2020 ROE,ROE 평균 check,2016 배당금,2017 배당금,2018 배당금,2019 배당금,2020 배당금,배당금증가 Check,현금배당수익률,배당 checker,Unnamed: 1_level_1 매출,Unnamed: 1_level_1 영업이익,Unnamed: 1_level_1 ROE,Unnamed: 1_level_1 배당금,Unnamed: 2_level_1 매출,Unnamed: 3_level_1 매출,Unnamed: 2_level_1 영업이익,Unnamed: 3_level_1 영업이익,Unnamed: 2_level_1 ROE,Unnamed: 3_level_1 ROE,error code,2021 매출,2021 영업이익,2021 ROE,2021 배당금,Unnamed: 2_level_1 배당금,Unnamed: 4_level_1 매출,Unnamed: 5_level_1 매출,Unnamed: 4_level_1 영업이익,Unnamed: 5_level_1 영업이익,Unnamed: 4_level_1 ROE,Unnamed: 5_level_1 ROE,2015 매출,2015 영업이익,2015 ROE,2015 배당금
525,이삭엔지니어링,351330,240.0,269.0,416.0,328.0,448.0,CHECK,15.0,27.0,66.0,33.0,53.0,True,False,31.22,27.11,,23.02,30.54,True,0.0,18.0,18.0,2500.0,0.0,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
526,이엔코퍼레이션,066980,235.0,651.0,820.0,169.0,135.0,False,49.0,38.0,-4.0,15.0,3.0,False,False,1.8,-2.6,-13.18,0.85,-50.7,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
527,이지케어텍,099750,,529.0,554.0,548.0,647.0,CHECK,,41.0,45.0,37.0,-21.0,False,False,,,13.11,10.43,-2.26,False,,82.0,145.0,86.0,86.0,False,0.48,False,,,,,,,,,,,,769.0,-40.0,-21.01,86.0,,,,,,,,,,,
528,인바디,041830,798.0,933.0,996.0,1171.0,1071.0,CHECK,220.0,249.0,237.0,276.0,191.0,True,False,20.15,19.44,17.04,15.47,12.09,True,100.0,120.0,120.0,140.0,140.0,True,0.81,False,,,,,,,,,,,,,,,,,,,,,,,,,,
529,인선이엔티,060150,1355.0,1603.0,1760.0,1839.0,2086.0,True,181.0,219.0,239.0,296.0,489.0,True,True,0.31,1.91,8.82,8.58,13.72,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
530,인트론바이오,048530,102.0,110.0,206.0,83.0,454.0,CHECK,-14.0,-39.0,52.0,-44.0,157.0,False,False,,-24.17,25.12,-6.13,19.89,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
531,인포뱅크,039290,1098.0,1191.0,1220.0,1195.0,1196.0,CHECK,6.0,25.0,24.0,8.0,6.0,True,False,3.24,3.22,5.79,1.59,2.78,False,30.0,50.0,50.0,10.0,10.0,False,0.09,False,,,,,,,,,,,,,,,,,,,,,,,,,,
532,전진바이오팜,110020,48.0,31.0,14.0,39.0,39.0,CHECK,-26.0,-28.0,-30.0,-20.0,-19.0,False,False,-173.2,-242.1,-164.16,-42.96,-48.21,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
533,정다운,208140,578.0,806.0,1055.0,1258.0,1240.0,CHECK,33.0,111.0,125.0,32.0,-12.0,False,False,-4.19,29.03,20.79,1.79,-4.09,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
534,정산애강,022220,693.0,782.0,650.0,714.0,590.0,False,67.0,115.0,100.0,102.0,55.0,True,False,10.68,16.04,11.08,14.9,2.98,True,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
535,제놀루션,225220,15.0,24.0,31.0,40.0,853.0,True,1.0,6.0,3.0,1.0,540.0,True,False,3.35,15.54,4.67,-5.02,100.25,True,0.0,0.0,0.0,0.0,350.0,True,2.56,True,,,,,,,,,,,,,,,,,,,,,,,,,,
536,제일바이오,052670,358.0,280.0,278.0,230.0,190.0,False,8.0,11.0,14.0,5.0,-5.0,False,False,3.0,2.44,3.46,6.67,2.85,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
537,제일제강,023440,379.0,310.0,305.0,251.0,375.0,CHECK,3.0,11.0,7.0,-33.0,-36.0,False,False,-1.98,2.81,0.6,-5.83,-7.12,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
538,젬백스지오,041590,476.0,358.0,254.0,182.0,458.0,CHECK,-89.0,-10.0,-3.0,-40.0,6.0,False,False,-43.84,-17.42,-14.25,-83.15,-0.42,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
539,조이시티,067000,725.0,922.0,872.0,1031.0,1654.0,CHECK,31.0,-27.0,-54.0,85.0,205.0,False,False,-9.4,-29.01,-25.69,-4.91,21.79,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
540,지나인제약,078650,930.0,820.0,779.0,677.0,416.0,False,-89.0,-111.0,44.0,32.0,-319.0,False,False,-63.19,-91.06,21.65,-21.0,-126.69,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
541,지니뮤직,043610,1113.0,1556.0,1712.0,2305.0,2470.0,True,49.0,24.0,69.0,81.0,115.0,True,False,12.88,-4.28,,4.91,6.02,False,0.0,0.0,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
542,지니틱스,303030,474.0,479.0,466.0,549.0,404.0,False,-3.0,-1.0,42.0,54.0,16.0,False,False,,,30.07,1.96,-0.87,True,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
543,지유온,111820,424.0,276.0,142.0,22.0,111.0,False,12.0,14.0,-98.0,-32.0,-28.0,False,False,0.44,-19.89,-158.64,-210.7,-44.52,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
544,지트리비앤티,115450,177.0,172.0,436.0,590.0,429.0,CHECK,-40.0,-45.0,-32.0,-88.0,-113.0,False,False,-16.26,-13.32,8.54,-24.77,-22.05,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
545,천보,278280,720.0,875.0,1201.0,1353.0,1555.0,True,149.0,180.0,270.0,272.0,301.0,True,True,,21.35,24.53,14.49,12.57,True,0.0,0.0,0.0,300.0,300.0,True,0.16,False,,,,,,,,,,,,,,,,,,,,,,,,,,
546,케이씨피드,025880,808.0,797.0,637.0,643.0,657.0,False,19.0,29.0,4.0,-17.0,14.0,False,False,1.63,12.25,1.7,-11.61,2.17,False,35.0,35.0,25.0,15.0,20.0,False,0.86,False,,,,,,,,,,,,,,,,,,,,,,,,,,
547,케이엔더블유,105330,680.0,938.0,1221.0,930.0,537.0,False,-1.0,-16.0,8.0,-34.0,-97.0,False,False,-1.42,-4.79,1.56,-17.21,-25.59,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
548,코데즈컴바인,047770,163.0,212.0,293.0,358.0,325.0,CHECK,13.0,18.0,48.0,45.0,37.0,True,False,6.01,7.96,11.06,17.88,12.91,True,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
549,코드네이처,078940,85.0,186.0,196.0,425.0,383.0,CHECK,-17.0,-68.0,-20.0,15.0,-27.0,False,False,-62.91,-171.16,-310.37,-38.98,-17.01,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
550,코리아센터,290510,374.0,1332.0,1897.0,2515.0,3030.0,True,46.0,63.0,96.0,108.0,172.0,True,True,11.65,10.78,5.2,3.75,7.17,False,6.0,10.0,0.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
551,코리아에셋투자증권,190650,,931.0,1142.0,1664.0,2183.0,CHECK,,85.0,84.0,82.0,94.0,True,False,,14.3,,11.68,10.9,True,,370.0,250.0,250.0,300.0,False,4.7,True,,,,,,,,,,,,1600.0,163.0,15.39,450.0,,,,,,,,,,,
552,코메론,049430,689.0,685.0,687.0,666.0,664.0,False,147.0,147.0,124.0,139.0,141.0,True,False,11.96,8.2,9.88,10.64,8.37,False,160.0,130.0,140.0,200.0,200.0,False,2.24,True,,,,,,,,,,,,,,,,,,,,,,,,,,
553,코미팜,041960,376.0,366.0,350.0,355.0,372.0,CHECK,6.0,-2.0,-62.0,-54.0,-22.0,False,False,0.34,-5.24,-14.7,-25.64,-3.77,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
554,코아시아,045970,3961.0,4242.0,3617.0,4389.0,4984.0,CHECK,136.0,168.0,44.0,205.0,-38.0,False,False,-7.5,3.86,-17.54,5.82,-6.09,False,0.0,0.0,0.0,58.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
555,코위버,056360,587.0,543.0,551.0,1131.0,809.0,CHECK,52.0,60.0,-8.0,117.0,32.0,False,False,7.74,7.13,6.39,18.91,4.66,False,70.0,100.0,150.0,200.0,80.0,False,0.8,False,,,,,,,,,,,,,,,,,,,,,,,,,,
556,큐라클,365270,,,,,,True,,,-18.0,-57.0,-79.0,False,False,,,,,711.84,True,0.0,0.0,0.0,0.0,0.0,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
557,크루셜텍,114120,3200.0,1727.0,837.0,651.0,476.0,False,83.0,-396.0,-300.0,-291.0,-209.0,False,False,0.27,-66.94,-62.85,-69.85,-38.2,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
558,크리스탈지노믹스,083790,145.0,122.0,139.0,140.0,302.0,CHECK,-41.0,-64.0,18.0,-106.0,-101.0,False,False,-2.81,-9.81,5.0,-22.54,-5.41,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
559,클리노믹스,352770,,,21.0,41.0,98.0,True,,,-20.0,-45.0,-123.0,False,False,,,,-120.54,-58.47,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
560,태광,023160,2448.0,1842.0,1586.0,1898.0,1884.0,False,37.0,45.0,40.0,29.0,-31.0,False,False,1.83,-3.8,,1.75,-1.18,False,50.0,50.0,75.0,100.0,50.0,False,0.65,False,,,,,,,,,,,,,,,,,,,,,,,,,,
561,테고사이언스,191420,83.0,86.0,78.0,63.0,88.0,CHECK,23.0,19.0,9.0,3.0,16.0,True,False,,-19.52,-4.43,1.81,3.83,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
562,테라사이언스,073640,259.0,240.0,196.0,162.0,161.0,False,-43.0,-2.0,3.0,-29.0,-11.0,False,False,-85.38,,-11.44,-9.72,-30.74,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
563,테라젠이텍스,066700,1013.0,1076.0,1175.0,1381.0,1430.0,True,13.0,2.0,-39.0,37.0,-63.0,False,False,3.16,1.6,-12.17,40.27,-3.52,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
564,파멥신,208340,,2.0,0.0,,1.0,False,,-38.0,-69.0,-101.0,-255.0,False,False,,,,-15.25,-54.06,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
565,파수,150900,214.0,293.0,322.0,354.0,364.0,True,-78.0,13.0,15.0,-36.0,-12.0,False,False,-61.42,4.01,4.9,-24.65,-3.7,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
566,파인디지털,038950,780.0,760.0,860.0,961.0,1045.0,CHECK,-37.0,-37.0,14.0,-2.0,34.0,False,False,-0.02,-5.12,2.16,-0.14,6.96,False,50.0,50.0,50.0,50.0,100.0,True,1.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,
567,파트론,091700,7914.0,7903.0,7965.0,12546.0,11793.0,CHECK,382.0,98.0,302.0,1052.0,419.0,True,False,6.56,0.26,3.08,18.71,6.2,False,200.0,175.0,200.0,350.0,250.0,False,2.23,True,,,,,,,,,,,,,,,,,,,,,,,,,,
568,팬엔터테인먼트,068050,353.0,423.0,132.0,402.0,247.0,False,20.0,-7.0,-7.0,11.0,25.0,False,False,1.7,-3.86,-2.21,2.4,3.11,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
569,펌텍코리아,251970,1070.0,1336.0,1511.0,1754.0,1968.0,True,124.0,192.0,245.0,269.0,274.0,True,True,42.8,,28.89,18.07,12.15,True,0.0,0.0,0.0,330.0,430.0,True,2.73,True,,,,,,,,,,,,,,,,,,,,,,,,,,
570,풍강,093380,863.0,833.0,790.0,815.0,639.0,False,24.0,31.0,7.0,15.0,2.0,True,False,3.19,4.46,1.35,1.81,0.26,False,70.0,80.0,40.0,60.0,30.0,False,1.08,False,,,,,,,,,,,,,,,,,,,,,,,,,,
571,플레이디,237820,314.0,360.0,347.0,386.0,293.0,False,67.0,100.0,70.0,88.0,11.0,True,False,24.5,31.38,19.38,17.67,2.68,True,250.0,0.0,0.0,220.0,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
572,피에스텍,002230,507.0,708.0,617.0,507.0,532.0,False,45.0,81.0,-13.0,-17.0,-6.0,False,False,3.44,8.23,-0.22,1.77,0.31,False,75.0,75.0,75.0,150.0,75.0,False,1.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,
573,피엔티,137400,1085.0,1498.0,2567.0,3214.0,3900.0,True,75.0,103.0,38.0,15.0,553.0,True,False,5.3,7.32,2.69,-2.6,33.56,False,0.0,0.0,0.0,0.0,100.0,True,0.41,False,,,,,,,,,,,,,,,,,,,,,,,,,,
574,픽셀플러스,087600,734.0,549.0,378.0,353.0,391.0,False,-74.0,-107.0,-94.0,-83.0,10.0,False,False,-6.11,-2.23,-10.46,-7.54,5.03,False,100.0,100.0,100.0,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
575,핌스,347770,,,122.0,378.0,405.0,True,,,22.0,65.0,41.0,True,False,,,,59.19,15.65,True,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
576,핑거,163730,224.0,321.0,380.0,600.0,598.0,CHECK,3.0,11.0,26.0,47.0,33.0,True,False,0.84,11.05,,41.34,21.55,True,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
577,하나금융14호스팩,332710,,,,0.0,0.0,True,,,,-1.0,0.0,False,True,,,,,0.38,False,,,,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
578,한국바이오젠,318000,131.0,144.0,164.0,185.0,198.0,True,17.0,26.0,29.0,30.0,34.0,True,True,22.04,25.63,20.45,-7.66,11.6,True,30.0,14.0,14.0,50.0,75.0,False,0.92,False,,,,,,,,,,,,,,,,,,,,,,,,,,
579,한국정보인증,053300,349.0,361.0,389.0,426.0,457.0,True,70.0,81.0,90.0,93.0,104.0,True,True,9.94,7.67,10.19,8.65,11.09,False,50.0,50.0,80.0,100.0,100.0,True,1.27,False,,,,,,,,,,,,,,,,,,,,,,,,,,
580,한국컴퓨터,054040,2356.0,2213.0,1142.0,1104.0,1337.0,False,74.0,34.0,-53.0,72.0,101.0,False,False,7.28,-0.03,-6.67,8.4,8.93,False,130.0,120.0,100.0,130.0,150.0,False,5.17,True,,,,,,,,,,,,,,,,,,,,,,,,,,
581,한국코퍼레이션,050540,1505.0,1285.0,1284.0,1211.0,1167.0,False,12.0,-31.0,-93.0,-123.0,-12.0,False,False,-88.01,1.64,-46.25,-129.59,-53.55,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
582,한빛소프트,047080,307.0,393.0,372.0,438.0,572.0,CHECK,-50.0,-15.0,6.0,-2.0,-7.0,False,False,-37.67,6.22,-50.96,24.18,-12.71,False,0.0,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
583,한일단조,024740,1208.0,1333.0,1527.0,1412.0,1383.0,CHECK,50.0,6.0,5.0,57.0,9.0,True,False,3.63,-3.13,-1.15,2.94,-3.12,False,41.0,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
584,한일화학,007770,1468.0,1519.0,1529.0,1087.0,868.0,False,45.0,62.0,46.0,23.0,15.0,True,False,3.66,3.74,3.11,1.8,-1.42,False,150.0,150.0,150.0,150.0,50.0,False,0.49,False,,,,,,,,,,,,,,,,,,,,,,,,,,
585,한컴MDS,086960,1503.0,1489.0,1382.0,1549.0,1466.0,False,136.0,112.0,91.0,44.0,40.0,True,False,10.46,8.97,5.82,7.38,3.69,False,280.0,200.0,250.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
586,현대이지웰,090850,523.0,584.0,731.0,763.0,872.0,True,6.0,43.0,70.0,98.0,133.0,True,True,-1.37,9.29,7.43,15.55,19.36,True,20.0,30.0,30.0,45.0,55.0,True,0.51,False,,,,,,,,,,,,,,,,,,,,,,,,,,
587,현진소재,053660,1729.0,1378.0,1212.0,1042.0,134.0,False,88.0,-69.0,-183.0,-311.0,-141.0,False,False,6.0,-217.0,,-282.53,95.14,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
588,형지I&C,011080,1276.0,1135.0,1088.0,1021.0,671.0,False,4.0,-88.0,-9.0,5.0,-53.0,False,False,-8.11,-65.59,-26.23,,-35.22,False,0.0,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
589,휴네시온,290270,119.0,140.0,161.0,188.0,254.0,True,17.0,34.0,5.0,19.0,28.0,True,False,,45.38,6.31,7.8,13.3,True,5.0,0.0,25.0,35.0,40.0,False,0.72,False,,,,,,,,,,,,,,,,,,,,,,,,,,
590,휴센텍,215090,170.0,194.0,208.0,178.0,184.0,False,20.0,16.0,8.0,-33.0,3.0,False,False,29.34,9.5,-11.59,-33.18,-16.43,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
591,흥국에프엔비,189980,414.0,449.0,477.0,538.0,504.0,CHECK,39.0,29.0,43.0,58.0,25.0,True,False,5.6,4.64,4.71,8.57,6.12,False,20.0,10.0,20.0,30.0,20.0,False,0.95,False,,,,,,,,,,,,,,,,,,,,,,,,,,
592,노드메이슨,317860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
593,단디바이오,343090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
594,대주이엔티,114920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
595,메디안디노스틱,233250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
596,미애부,225850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
597,바이오시네틱스,281310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
598,바이오프로테크,199290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
599,바이옵트로,222160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
600,아이피몬스터,223220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
601,앙츠,267810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
602,에이치엔에스하이텍,044990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
603,이노벡스,279060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
604,테크엔,308700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
605,테크트랜스,258050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
606,펨토바이오메드,327610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 57, in checker
    tmp_data = get_data(df.loc[i, ""code""])
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 19, in get_data
    encparam = re_enc.search(html).group(1)
AttributeError: 'NoneType' object has no attribute 'group'
",,,,,,,,,,,,,,,
607,BGF리테일,282330,,9387.0,57759.0,59461.0,61813.0,True,,265.0,1895.0,1966.0,1622.0,True,False,,,33.88,26.46,18.6,True,,1000.0,2680.0,2700.0,2400.0,False,1.77,False,,,,,,,,,,,,,,,,,,,,,,,,,,
608,BNK금융지주,138930,49127.0,48098.0,50986.0,52795.0,52124.0,CHECK,7123.0,5943.0,7498.0,8069.0,7482.0,True,False,7.92,5.83,6.84,7.07,6.11,False,230.0,230.0,300.0,360.0,320.0,False,5.63,True,,,,,,,,,,,,,,,,,,,,,,,,,,
609,GS건설,006360,110356.0,116795.0,131394.0,104166.0,101229.0,False,1430.0,3187.0,10645.0,7673.0,7504.0,True,False,-0.79,-5.22,17.34,11.79,7.68,False,0.0,300.0,1000.0,1000.0,1200.0,True,3.17,True,,,,,,,,,,,,,,,,,,,,,,,,,,
